,filename,shot_id,begin,end,transcript
5557,5539381671692122744.xml,1006,3395.1,3396.12,
5558,5539381671692122744.xml,1007,3396.13,3399.12,
5559,5539381671692122744.xml,1008,3399.13,3401.15,This morning... 
5560,5539381671692122744.xml,1009,3401.16,3406.05,your sister put a bet  on and I didn't place it.
5561,5539381671692122744.xml,1010,3406.06,3410.17,Yeah. And we actually had a bit of  a falling out about it.
5562,5539381671692122744.xml,1011,3410.18,3414.18,"And that's it, is it? "
5563,5539381671692122744.xml,1012,3414.19,3420.14,"That is what you've been  umming and ahhing about all day? Well, it was quite a big bet.  I don't want to know, thank you."
5564,5539381671692122744.xml,1013,3420.15,3425.17,"Listen to me, you,  you shouldn't be wasting your money, you know that, don't you?"
5565,5539381671692122744.xml,1014,3425.18,3426.18,
5566,5539381671692122744.xml,1015,3426.19,3435.22,"Yes.  PHONE RINGS Hello, you.  He called to wish me good night.  It's not even the night time yet."
5567,5539381671692122744.xml,1016,3435.23,3438.0,"I miss you, are you nervous? "
5568,5539381671692122744.xml,1017,3438.01,3456.17,"Yeah, I know, well I've got to get  three calls in before bed time, ain't I? I thought I'd start early.  Is it four? Right, well, there you go...  Well, listen,  you have a good night with your sis,  yeah? I love you. "
5569,5539381671692122744.xml,1018,3456.18,3467.19,
5570,5539381671692122744.xml,1019,3467.2,3469.2,
5571,5539381671692122744.xml,1020,3469.21,3472.24,
5572,5539381671692122744.xml,1021,3473.0,3473.02,
5573,5539381671692122744.xml,1022,3473.03,3474.22,
5574,5539381671692122744.xml,1023,3474.23,3475.15,
5575,5539381671692122744.xml,1024,3475.16,3475.19,
5576,5539381671692122744.xml,1025,3475.2,3476.12,
5577,5539381671692122744.xml,1026,3476.13,3477.01,
5578,5539381671692122744.xml,1027,3477.02,3478.13,
5579,5539381671692122744.xml,1028,3478.14,3479.15,
5580,5539381671692122744.xml,1029,3479.16,3493.19,
5581,5539381671692122744.xml,1030,3493.2,3538.03,"How long have you been awake?  All right, sweetheart?  Oh, ages, I couldn't sleep.  I've got so many things, you know,  just racing around in my head. You're not having  second thoughts, are you? What? Shut up, you silly...  No, I'm just thinking... After shelling out all that money on  prawn rings and scotch eggs? Nah. Only the best for Mrs Moon, eh?  I can't believe it's  happening so quickly. You see that's the beauty, right,  of a low-key affair. There's no thrills, no fuss.  Just you, me and little  Alfie Moon in there."
5582,5539381671692122744.xml,1031,3538.04,3544.08,"Don't mind me.  I don't believe it.  Uh, hello! Nan!  That bunting ain't going to pay for itself, is it?"
5583,5539381671692122744.xml,1032,3544.09,3545.23,
5584,5539381671692122744.xml,1033,3545.24,3547.13,Anyone seen a stepladder? 
5585,5539381671692122744.xml,1034,3547.14,3548.15,"Roses or carnations?  Do you mind finishing this outside, please?"
5586,5539381671692122744.xml,1035,3548.16,3549.13,
5587,5539381671692122744.xml,1036,3549.14,3550.02,
5588,5539381671692122744.xml,1037,3550.03,3550.12,
5589,5539381671692122744.xml,1038,3550.13,3551.08,
5590,5539381671692122744.xml,1039,3551.09,3553.17,"Outside!  I just need a decision. Oh, can I have some of that,  because I can't afford..."
5591,5539381671692122744.xml,1040,3553.18,3554.17,
5592,5539381671692122744.xml,1041,3554.18,3555.21,
5593,5539381671692122744.xml,1042,3555.22,3557.03,Close the door.  All right. Close the door! All right.
5594,5539381671692122744.xml,1043,3557.04,3557.2,
5595,5539381671692122744.xml,1044,3557.21,3573.09,"Come here.  I've been thinking, right.  Seeing as, right, we're already, you know, husband and wife... I don't think there's much  harm in us, you know, consummating our marriage early?"
5596,5539381671692122744.xml,1045,3573.1,3574.17,Alfie Moon. You randy little... 
5597,5539381671692122744.xml,1046,3574.18,3576.08,Here she is.  Walford's answer to Vidal Sassoon!
5598,5539381671692122744.xml,1047,3576.09,3586.17,# What's it all about? Alfie... # 
5599,5539381671692122744.xml,1048,3586.18,3590.01,"Come on, get up.  No, no, no, no. "
5600,5539381671692122744.xml,1049,3590.02,3604.12,"Jack!  Jack, will you open the door!  I don't think he's here, you know.  Columbo's got nothing on you, has he,  huh? Eh? Hello? Yeah, what are you doing?  You were supposed to deliver the  flowers first thing this morning."
5601,5539381671692122744.xml,1050,3604.13,3606.04,
5602,5539381671692122744.xml,1051,3606.05,3606.12,
5603,5539381671692122744.xml,1052,3606.13,3607.23,"No, I spoke to someone about  paying in cash yesterday."
5604,5539381671692122744.xml,1053,3607.24,3610.01,
5605,5539381671692122744.xml,1054,3610.02,3611.15,Go and find him!  All right.
5606,5539381671692122744.xml,1055,3611.16,3613.06,
5607,5539381671692122744.xml,1056,3613.07,3621.04,"What do you mean it's too...  it's too short notice!  No, you listen to me, my sister is  getting married in a couple of... Hello? "
5608,5539381671692122744.xml,1057,3621.05,3623.15,
5609,5539381671692122744.xml,1058,3623.16,3625.03,
5610,5539381671692122744.xml,1059,3625.04,3626.07,Morning.  So he's not been back here then?
5611,5539381671692122744.xml,1060,3626.08,3627.11,
5612,5539381671692122744.xml,1061,3627.12,3629.13,"Who's that, Harry? Nah, he's long  gone. Well, how can you be sure?"
5613,5539381671692122744.xml,1062,3629.14,3630.23,
5614,5539381671692122744.xml,1063,3630.24,3636.24,"Cos he's done what he set out to do,  ain't he? Give us all a little spook."
5615,5539381671692122744.xml,1064,3637.0,3639.01,
5616,5539381671692122744.xml,1065,3639.02,3642.22,
5617,5539381671692122744.xml,1066,3642.23,3643.18,
5618,5539381671692122744.xml,1067,3643.19,3645.19,Do you really think that's it?  Yeah. If he knows what's good for him.
5619,5539381671692122744.xml,1068,3645.2,3647.13,
5620,5539381671692122744.xml,1069,3647.14,3651.17,"Come in, why don't you?  Where is he? Where's who?  Where's Jack. I dunno. You might want to try his flat. No, he's not there."
5621,5539381671692122744.xml,1070,3651.18,3653.1,
5622,5539381671692122744.xml,1071,3653.11,3655.15,"Well, where else is he going to be?  You're the best man. You tell me!"
5623,5539381671692122744.xml,1072,3655.16,3657.07,
5624,5539381671692122744.xml,1073,3657.08,3658.08,I ain't seen him since yesterday.  Perhaps he's done a runner.
5625,5539381671692122744.xml,1074,3658.09,3662.23,"Course he ain't.  Well, where is he then, eh?"
5626,5539381671692122744.xml,1075,3662.24,3664.07,Cos I've got Roxy busting  a gut over there.
5627,5539381671692122744.xml,1076,3664.08,3666.11,"If something's happened to him,  you're going to have to answer to...Roxy!"
5628,5539381671692122744.xml,1077,3666.12,3669.03,
5629,5539381671692122744.xml,1078,3669.04,3672.0,
5630,5539381671692122744.xml,1079,3672.01,3683.12,"Oh, come on, Shirley.  Even you must enjoy a wedding? You know, me and Kev, right?  We were fine until he  slipped a ring on my finger. And then it was like a crash course  to heartache, misery and despair."
5631,5539381671692122744.xml,1080,3683.13,3686.03,
5632,5539381671692122744.xml,1081,3686.04,3687.13,
5633,5539381671692122744.xml,1082,3687.14,3688.07,
5634,5539381671692122744.xml,1083,3688.08,3691.2,You look beautiful.  Thank you.
5635,5539381671692122744.xml,1084,3691.21,3696.13,"Right, Ron, listen...  Before you start, I've got a little something for you.  I know it's not much, but..."
5636,5539381671692122744.xml,1085,3696.14,3700.1,
5637,5539381671692122744.xml,1086,3700.11,3702.12,
5638,5539381671692122744.xml,1087,3702.13,3703.19,
5639,5539381671692122744.xml,1088,3703.2,3710.15,"Oh, Ronnie,  it's beautiful. Thank you. When me and Jack get the money  together...we're gonna pay you back every penny, I promise."
5640,5539381671692122744.xml,1089,3710.16,3712.11,You don't have to do that.  I love you. I love you. Hi.
5641,5539381671692122744.xml,1090,3712.12,3713.15,
5642,5539381671692122744.xml,1091,3713.16,3715.11,Hiya. 
5643,5539381671692122744.xml,1092,3715.12,3716.2,
5644,5539381671692122744.xml,1093,3716.21,3718.11,
5645,5539381671692122744.xml,1094,3718.12,3727.1,"I can't believe this  is really happening. Well,  you better believe it, cos it is and it's going to be the best day ever."
5646,5539381671692122744.xml,1095,3727.11,3729.22,
5647,5539381671692122744.xml,1096,3729.23,3733.21,"You promise?  Yes, yes. I am your maid of honour. "
5648,5539381671692122744.xml,1097,3733.22,3735.17,It's my job. Trust me. 
5649,5539381671692122744.xml,1098,3735.18,3738.05,"Listen, Ron, it's not too late  to forget about Jack and run off with me, all right? Ha-ha."
5650,5539381671692122744.xml,1099,3738.06,3739.08,
5651,5539381671692122744.xml,1100,3739.09,3740.09,
5652,5539381671692122744.xml,1101,3740.1,3741.09,Come and find me in five years. 
5653,5539381671692122744.xml,1102,3741.1,3742.12,
5654,5539381671692122744.xml,1103,3742.13,3743.17,
5655,5539381671692122744.xml,1104,3743.18,3744.24,"Rox, if that's Jack,  tell him he can't see me until I get to the hotel."
5656,5539381671692122744.xml,1105,3745.0,3745.24,
5657,5539381671692122744.xml,1106,3746.0,3747.08,
5658,5539381671692122744.xml,1107,3747.09,3749.09,
5659,5539381671692122744.xml,1108,3749.1,3751.24,Don't tell me.  My invite got lost in the post.
5660,5539381671692122744.xml,1109,3752.0,3753.09,
5661,5539381671692122744.xml,1110,3753.1,3754.19,
5662,5539381671692122744.xml,1111,3754.2,3760.0,"I was supposed to be  keeping an eye on him. I know, darling, but he's a big boy.  I'm sure he can take care of himself."
5663,5539381671692122744.xml,1112,3760.01,3773.01,"Yeah, you reckon?  He probably just met up with a few old mates and ended up in a club. Jack? "
5664,5539381671692122744.xml,1113,3773.02,3775.19,
5665,5539381671692122744.xml,1114,3775.2,3777.2,
5666,5539381671692122744.xml,1115,3777.21,3784.04,
5667,5539381671692122744.xml,1116,3784.05,3793.02,"Hello.  No, sorry, he's not here right now. "
5668,5539381671692122744.xml,1117,3793.03,3794.16,
5669,5539381671692122744.xml,1118,3794.17,3797.14,It's Jack's phone. 
5670,5539381671692122744.xml,1119,3797.15,3802.19,
5671,5539381671692122744.xml,1120,3802.2,3809.12,So you've gone and let another  girl slip through your fingers.
5672,5539381671692122744.xml,1121,3809.13,3811.13,
5673,5539381671692122744.xml,1122,3811.14,3812.2,
5674,5539381671692122744.xml,1123,3812.21,3815.12,"What have you got there?  None of your business, Billy."
5675,5539381671692122744.xml,1124,3815.13,3816.19,
5676,5539381671692122744.xml,1125,3816.2,3818.06,
5677,5539381671692122744.xml,1126,3818.07,3821.15,I'll get it. 
5678,5539381671692122744.xml,1127,3821.16,3824.0,It's poor Janet I worry about.  Mum's here.  OK.
5679,5539381671692122744.xml,1128,3824.01,3830.07,"Sal.  Looking younger by the day.  You never were much of a liar, were you, Glenda?"
5680,5539381671692122744.xml,1129,3830.08,3831.23,
5681,5539381671692122744.xml,1130,3831.24,3836.07,"Er, why don't I go and  crack open some bubbly, yeah?"
5682,5539381671692122744.xml,1131,3836.08,3837.09,I thought you'd never ask.  I'll help you.
5683,5539381671692122744.xml,1132,3837.1,3838.22,
5684,5539381671692122744.xml,1133,3838.23,3840.08,
5685,5539381671692122744.xml,1134,3840.09,3843.1,
5686,5539381671692122744.xml,1135,3843.11,3851.21,"Morning, darling.  Something blue. "
5687,5539381671692122744.xml,1136,3851.22,3855.07,Something old. 
5688,5539381671692122744.xml,1137,3855.08,3856.11,
5689,5539381671692122744.xml,1138,3856.12,3858.01,
5690,5539381671692122744.xml,1139,3858.02,3863.05,Where did you get that from?  It seems you've been planning  this day for 30 years.
5691,5539381671692122744.xml,1140,3863.06,3865.19,
5692,5539381671692122744.xml,1141,3865.2,3868.19,Something borrowed.  Just make sure you top it  back up when you're done.
5693,5539381671692122744.xml,1142,3868.2,3869.15,
5694,5539381671692122744.xml,1143,3869.16,3870.11,
5695,5539381671692122744.xml,1144,3870.12,3875.13,"Oh, this place is like  Piccadilly Circus."
5696,5539381671692122744.xml,1145,3875.14,3880.17,Hello. I just thought  I'd drop my present off.
5697,5539381671692122744.xml,1146,3880.18,3881.06,
5698,5539381671692122744.xml,1147,3881.07,3882.02,
5699,5539381671692122744.xml,1148,3882.03,3890.04,"How're you holding up?  Climbing the walls.  Only another couple of  hours, it'll be over."
5700,5539381671692122744.xml,1149,3890.05,3893.19,"Ah, thank you.  We're almost related now, aren't we?"
5701,5539381671692122744.xml,1150,3893.2,3895.23,"Are we?  You know, what with Phil and Shirley... That's enough, Hev."
5702,5539381671692122744.xml,1151,3895.24,3898.02,
5703,5539381671692122744.xml,1152,3898.03,3899.17,Just think of me as the  third Mitchell sister. Cor blimey.
5704,5539381671692122744.xml,1153,3899.18,3900.21,
5705,5539381671692122744.xml,1154,3900.22,3902.23,
5706,5539381671692122744.xml,1155,3902.24,3904.11,Here we go. 
5707,5539381671692122744.xml,1156,3904.12,3906.21,Aunt Sal. 
5708,5539381671692122744.xml,1157,3906.22,3908.2,
5709,5539381671692122744.xml,1158,3908.21,3910.02,"Right, is that everyone?  No, not quite."
5710,5539381671692122744.xml,1159,3910.03,3911.11,
5711,5539381671692122744.xml,1160,3911.12,3912.1,"You're underage.  Oh, just one glass won't hurt."
5712,5539381671692122744.xml,1161,3912.11,3914.05,
5713,5539381671692122744.xml,1162,3914.06,3915.17,"Right, a toast.  To Mr and Mrs Branning."
5714,5539381671692122744.xml,1163,3915.18,3918.15,"Oh, no, don't say that.  You'll jinx it."
5715,5539381671692122744.xml,1164,3918.16,3922.08,"To Ronnie.  To Ronnie. Cheers. Thank you.  Right, Billy, what time are  the cars getting here?"
5716,5539381671692122744.xml,1165,3922.09,3925.01,I thought Phil was sorting it.  Don't look at me. I thought you was doing it.
5717,5539381671692122744.xml,1166,3925.02,3926.04,
5718,5539381671692122744.xml,1167,3926.05,3927.04,
5719,5539381671692122744.xml,1168,3927.05,3931.05,"There's not a problem, is there?  No, no, no, just a little breakdown in communication."
5720,5539381671692122744.xml,1169,3931.06,3933.01,Nothing for you to worry about.  So how's Jack this morning?
5721,5539381671692122744.xml,1170,3933.02,3934.09,
5722,5539381671692122744.xml,1171,3934.1,3935.17,"Oh, you know Jack.  A man of few words, isn't he?"
5723,5539381671692122744.xml,1172,3935.18,3937.03,
5724,5539381671692122744.xml,1173,3937.04,3938.22,At least we know he hasn't done a  midnight flit. He wouldn't dare.
5725,5539381671692122744.xml,1174,3938.23,3940.12,
5726,5539381671692122744.xml,1175,3940.13,3943.18,We've been waiting for this day  for three years. He wouldn't do anything to jeopardise it.
5727,5539381671692122744.xml,1176,3943.19,3946.18,
5728,5539381671692122744.xml,1177,3946.19,3955.22,"A week didn't exactly  leave us with much time... A bowl of pork scratchings  and a couple of streamers. It's not like today's  anything special, is it?"
5729,5539381671692122744.xml,1178,3955.23,3967.11,"No, that's the spirit.  Just another excuse for a knees-up, eh? Spoken like a true Slater.  Well, what do you think? "
5730,5539381671692122744.xml,1179,3967.12,3974.22,"It's perfect!  Are you having a laugh?  No, it's a friend of Mo's down Stratford way."
5731,5539381671692122744.xml,1180,3974.23,3975.24,Offered them at cost. 
5732,5539381671692122744.xml,1181,3976.0,3980.0,"Kat, please,  now's your chance to start again."
5733,5539381671692122744.xml,1182,3980.01,3982.13,Wipe the slate clean... 
5734,5539381671692122744.xml,1183,3982.14,3984.06,Go and enjoy yourself. 
5735,5539381671692122744.xml,1184,3984.07,3985.17,
5736,5539381671692122744.xml,1185,3985.18,3991.17,"That'll be Jane with the cake.  You all right, Mo? I don't  suppose you've seen Jack, have you? He'll have done a runner if he's  got any sense. You all right?"
5737,5539381671692122744.xml,1186,3991.18,3992.18,
5738,5539381671692122744.xml,1187,3992.19,3993.0,
5739,5539381671692122744.xml,1188,3993.01,3994.01,"Yeah. Could you get him to  give me a call if you see him? Yeah, course. Cheers."
5740,5539381671692122744.xml,1189,3994.02,4009.09,"I roped Mas into helping out.  Who knew sausage rolls could  be such fun? And the cake? Oh, it has to be seen to be believed.  I've never done a  wedding cake before. What's that supposed to be? "
5741,5539381671692122744.xml,1190,4009.1,4011.19,
5742,5539381671692122744.xml,1191,4011.2,4019.15,"It's Kat and Alfie.  Oh, who cares what it looks like...  I'm getting married! Yeah."
5743,5539381671692122744.xml,1192,4019.16,4020.24,
5744,5539381671692122744.xml,1193,4021.0,4023.21,I already told you. I'll pay you in  cash when I get to the hotel!
5745,5539381671692122744.xml,1194,4023.22,4033.22,"Listen, I'm going to have to go.  I've got someone else  trying to get through. Hello, Roxy Mitchell. "
5746,5539381671692122744.xml,1195,4033.23,4035.01,What?! What do you mean  the food is cancelled?
5747,5539381671692122744.xml,1196,4035.02,4049.05,"I...No, I thought you were here,  I'm waiting to give you the cash. No, I have got guests to feed.  Right, put me through  to your manager right... Hello? "
5748,5539381671692122744.xml,1197,4049.06,4057.1,
5749,5539381671692122744.xml,1198,4057.11,4062.17,"Hello. Nerves setting in, are they? "
5750,5539381671692122744.xml,1199,4062.18,4076.15,"No, no fuss this time, Dorothy.  Just a few drinks with  the family, that's all. Amy only went and got strawberry  jam all down the front of her dress. Cold water, little detergent  and a squirt of lemon juice. Thank God you're here! Dot. "
5751,5539381671692122744.xml,1200,4076.16,4087.13,"I'm really sorry. Do you mind if I  borrow Alfie for a bit? Go ahead. Come here, come here, come here.  Oi, what you doing?  I'm trying to eat my breakfast! Listen, I've lost the flowers,  the food, not to mention the cars to the poxy hotel."
5752,5539381671692122744.xml,1201,4087.14,4089.04,
5753,5539381671692122744.xml,1202,4089.05,4092.2,"Wait, calm down.  Just take deep breath. I don't know what I'm going to do.  Ronnie think I'm gonna have everything sorted by now."
5754,5539381671692122744.xml,1203,4092.21,4094.07,
5755,5539381671692122744.xml,1204,4094.08,4097.15,"Amy'll be wanting her frock.  Thank you, Dot. You're a lifesaver."
5756,5539381671692122744.xml,1205,4097.16,4101.02,"Thank you.  See ya, Dorothy. OK, how long have you got?"
5757,5539381671692122744.xml,1206,4101.03,4103.18,"Three hours.  Three hours? Wars have been fought and lost in that time, sweetheart. So you'll help me?"
5758,5539381671692122744.xml,1207,4103.19,4106.12,
5759,5539381671692122744.xml,1208,4106.13,4107.22,"No, no, back off a second. "
5760,5539381671692122744.xml,1209,4107.23,4109.07,"No, I didn't say I'd help...  Alfie, please..."
5761,5539381671692122744.xml,1210,4109.08,4113.21,"Right, I could probably,  seeing as it's you,"
5762,5539381671692122744.xml,1211,4113.22,4115.13,"I could probably give you an  hour of my time, all right? OK, OK."
5763,5539381671692122744.xml,1212,4115.14,4115.18,
5764,5539381671692122744.xml,1213,4115.19,4125.13,"Right, listen, I need... I need cars.  Bridal and guests, yeah?  I need food, booze and a cake, and if  you see a groom, snap one of them up for me as well, yeah? All right."
5765,5539381671692122744.xml,1214,4125.14,4127.0,
5766,5539381671692122744.xml,1215,4127.01,4128.0,
5767,5539381671692122744.xml,1216,4128.01,4130.05,
5768,5539381671692122744.xml,1217,4130.06,4130.08,
5769,5539381671692122744.xml,1218,4130.09,4133.03,"Darren, what  were you doing last Christmas?"
5770,5539381671692122744.xml,1219,4133.04,4133.17,
5771,5539381671692122744.xml,1220,4133.18,4137.05,Watching my old man scoff  a bowl of sprouts. Why?
5772,5539381671692122744.xml,1221,4137.06,4139.02,
5773,5539381671692122744.xml,1222,4139.03,4140.07,I just thought you  might've seen my Dad.
5774,5539381671692122744.xml,1223,4140.08,4143.07,
5775,5539381671692122744.xml,1224,4143.08,4144.12,Has he ever done anything. 
5776,5539381671692122744.xml,1225,4144.13,4148.06,Like what?  Do you reckon he'd ever try and hurt  anyone? Max? He's all talk...
5777,5539381671692122744.xml,1226,4148.07,4149.12,
5778,5539381671692122744.xml,1227,4149.13,4150.09,
5779,5539381671692122744.xml,1228,4150.1,4151.08,
5780,5539381671692122744.xml,1229,4151.09,4153.16,
5781,5539381671692122744.xml,1230,4153.17,4154.19,
5782,5539381671692122744.xml,1231,4154.2,4155.13,
5783,5539381671692122744.xml,1232,4155.14,4157.14,
5784,5539381671692122744.xml,1233,4157.15,4169.08,"Mum, please, just do me a favour  and get her ready. Hey, hey. Here comes the wedding  car. Look, G-force. Are you taking the mick?  No, I just thought.. I thought  you could send her off in style, that's all. It's a poxy tricycle."
5785,5539381671692122744.xml,1234,4169.09,4171.01,
5786,5539381671692122744.xml,1235,4171.02,4173.19,"Oi, sister, I think you'll  find it's called a rickshaw."
5787,5539381671692122744.xml,1236,4173.2,4176.07,"You know what. Forget it.  You want something doing properly, do it yourself..."
5788,5539381671692122744.xml,1237,4176.08,4176.23,
5789,5539381671692122744.xml,1238,4176.24,4177.16,
5790,5539381671692122744.xml,1239,4177.17,4186.19,"Do you know how many favours I've  had to pull in, just to get a few hours with this bad boy? Incase you'd forgotten, peroxide,  I've got my own wedding to think of,  all right? Sorry, coming through."
5791,5539381671692122744.xml,1240,4186.2,4198.22,"Alfie...  Oh, it's Alfie now, is it?  Rox, I understand today means  a lot to you and your sister..."
5792,5539381671692122744.xml,1241,4198.23,4199.08,
5793,5539381671692122744.xml,1242,4199.09,4202.01,"But if you just explained to  her that you'd run out of cash,"
5794,5539381671692122744.xml,1243,4202.02,4204.18,"maybe she'd give you a hand or  something, eh? I can't do that."
5795,5539381671692122744.xml,1244,4204.19,4206.13,"Rox, I've had to sit and watch  you sell everything you own..."
5796,5539381671692122744.xml,1245,4206.14,4208.06,
5797,5539381671692122744.xml,1246,4208.07,4209.18,"I don't get it, sweetheart.  What's so special about today?"
5798,5539381671692122744.xml,1247,4209.19,4213.05,Because today was my chance to  put everything right.
5799,5539381671692122744.xml,1248,4213.06,4216.02,My whole life  Ronnie's been there for me.
5800,5539381671692122744.xml,1249,4216.03,4222.01,And where was I?  Where was I when she needed me?
5801,5539381671692122744.xml,1250,4222.02,4223.08,
5802,5539381671692122744.xml,1251,4223.09,4230.23,Where was I...  when my dad used to sneak  into her room at night?
5803,5539381671692122744.xml,1252,4230.24,4233.09,"I'm... Hey listen, Rox,  I'm sorry, darling."
5804,5539381671692122744.xml,1253,4233.1,4237.16,And if she hadn't been there...  It would've been my door next.
5805,5539381671692122744.xml,1254,4237.17,4238.22,
5806,5539381671692122744.xml,1255,4238.23,4253.02,"Now, I know I can't undo all the  things he did to her, but... ..I thought at least I could  make just today special."
5807,5539381671692122744.xml,1256,4253.03,4255.16,"Who was I trying to kid, eh? "
5808,5539381671692122744.xml,1257,4255.17,4259.06,
5809,5539381671692122744.xml,1258,4259.07,4267.17,Sorry about dragging you up here.  But five more minutes of Sal...  It wouldn't have been pretty. 
5810,5539381671692122744.xml,1259,4267.18,4269.08,When did you know?  That Jack was the one...
5811,5539381671692122744.xml,1260,4269.09,4277.24,From the moment I saw him.  So why has it taken three years? 
5812,5539381671692122744.xml,1261,4278.0,4283.16,If you'd told me a year ago  I'd be here doing this...
5813,5539381671692122744.xml,1262,4283.17,4288.2,I wouldn't have believed you.  To see my eldest daughter  walking down the aisle...
5814,5539381671692122744.xml,1263,4288.21,4292.09,
5815,5539381671692122744.xml,1264,4292.1,4294.18,I couldn't be prouder of  how you two turned out.
5816,5539381671692122744.xml,1265,4294.19,4297.06,"Not that I can take the  credit for it, of course."
5817,5539381671692122744.xml,1266,4297.07,4299.11,"Well, we had to get the blonde  from somewhere, didn't we?"
5818,5539381671692122744.xml,1267,4299.12,4301.07,
5819,5539381671692122744.xml,1268,4301.08,4302.22,Thank you. 
5820,5539381671692122744.xml,1269,4302.23,4305.11,For what?  Giving me another chance. 
5821,5539381671692122744.xml,1270,4305.12,4308.12,
5822,5539381671692122744.xml,1271,4308.13,4312.15,"I couldn't believe my luck when I  stumbled across her old dress. Get it altered, did you?"
5823,5539381671692122744.xml,1272,4312.16,4317.02,I couldn't see the point in  shelling out all that cash
5824,5539381671692122744.xml,1273,4317.03,4321.19,when I've got a needle and cotton  at home? Even Jean gave us a hand. Right. 
5825,5539381671692122744.xml,1274,4321.2,4327.21,"Here, are you going to open this  or am I going to have to get Coco here to kick it off its hinges?"
5826,5539381671692122744.xml,1275,4327.22,4329.05,
5827,5539381671692122744.xml,1276,4329.06,4337.02,What do you think? 
5828,5539381671692122744.xml,1277,4337.03,4339.07,It's not that often  I'm lost for words.
5829,5539381671692122744.xml,1278,4339.08,4352.2,You don't think this  bow's a bit much? I'll say one thing for that dress...  You won't see another one like it.  It's one of a kind! 
5830,5539381671692122744.xml,1279,4352.21,4354.08,I look like one of the  flamin' Flumps!
5831,5539381671692122744.xml,1280,4354.09,4354.17,
5832,5539381671692122744.xml,1281,4354.18,4355.07,
5833,5539381671692122744.xml,1282,4355.08,4360.13,
5834,5539381671692122744.xml,1283,4360.14,4367.12,"Yeah, all right, will you tell him  to call me if he gets in touch? All right, cheers. "
5835,5539381671692122744.xml,1284,4367.13,4368.2,
5836,5539381671692122744.xml,1285,4368.21,4371.14,
5837,5539381671692122744.xml,1286,4371.15,4372.22,No-one's seen him since yesterday. 
5838,5539381671692122744.xml,1287,4372.23,4373.21,
5839,5539381671692122744.xml,1288,4373.22,4380.12,"I've never been short of  marriage proposals, you know. Yeah? Turn 'em all down, did you?  How can I love a man when I'm  still trying to love myself?"
5840,5539381671692122744.xml,1289,4380.13,4384.06,"You want to get a wriggle on, girl,  cos you ain't getting any younger."
5841,5539381671692122744.xml,1290,4384.07,4391.17,"Hey, I'm like vintage wine, yeah?  The older I get, the... sweeter I taste. Where's my wedding gone? "
5842,5539381671692122744.xml,1291,4391.18,4392.24,
5843,5539381671692122744.xml,1292,4393.0,4393.24,
5844,5539381671692122744.xml,1293,4394.0,4394.22,
5845,5539381671692122744.xml,1294,4394.23,4396.23,Is this down to you? 
5846,5539381671692122744.xml,1295,4396.24,4398.09,"I'm not sure I follow.  Jean, someone has stole my wedding!"
5847,5539381671692122744.xml,1296,4398.1,4399.1,
5848,5539381671692122744.xml,1297,4399.11,4401.0,"Oh, don't worry. It's all safe. "
5849,5539381671692122744.xml,1298,4401.01,4402.04,
5850,5539381671692122744.xml,1299,4402.05,4403.21,It's just over at the Mitchells. 
5851,5539381671692122744.xml,1300,4403.22,4406.0,
5852,5539381671692122744.xml,1301,4406.01,4408.12,What's it doing over there? 
5853,5539381671692122744.xml,1302,4408.13,4409.15,Alfie told me to take it there. 
5854,5539381671692122744.xml,1303,4409.16,4413.17,"Oh, he did, did he? "
5855,5539381671692122744.xml,1304,4413.18,4414.16,
5856,5539381671692122744.xml,1305,4414.17,4416.08,
5857,5539381671692122744.xml,1306,4416.09,4425.24,"It better be something  good this time. You asked for transport,  am I right? Yes. OK. It doesn't get any better  than this, does it, eh?"
5858,5539381671692122744.xml,1307,4426.0,4428.01,
5859,5539381671692122744.xml,1308,4428.02,4429.18,You're going to like this. 
5860,5539381671692122744.xml,1309,4429.19,4432.07,Ding-a-ling-a-ling.  It's got it's own bell an' all.
5861,5539381671692122744.xml,1310,4432.08,4434.16,How did you get it?  Clippie of the Year. 83 to '84 darling.
5862,5539381671692122744.xml,1311,4434.17,4436.07,
5863,5539381671692122744.xml,1312,4436.08,4439.07,I cannot believe you've done this.  And as much as I'd love to give you
5864,5539381671692122744.xml,1313,4439.08,4443.09,"a tour of the west end, I've got me  own wedding to get to. Oi, Alfie."
5865,5539381671692122744.xml,1314,4443.1,4445.23,How about we just jump on and see  where it takes us. And risk the wrath of Kat? Not likely darling.
5866,5539381671692122744.xml,1315,4445.24,4448.06,
5867,5539381671692122744.xml,1316,4448.07,4449.13,You really think it's going to  be better second time round?
5868,5539381671692122744.xml,1317,4449.14,4451.16,
5869,5539381671692122744.xml,1318,4451.17,4452.23,"It's got to be worth a punt,  sweetheart. Got to be worth it."
5870,5539381671692122744.xml,1319,4452.24,4458.16,"Alfie!  Alfie!  You better come down here, you know! "
5871,5539381671692122744.xml,1320,4458.17,4461.14,
5872,5539381671692122744.xml,1321,4461.15,4462.19,
5873,5539381671692122744.xml,1322,4462.2,4464.07,"Er, can I help you?  Where's my wedding?"
5874,5539381671692122744.xml,1323,4464.08,4468.07,"I'm sorry?  It's all gone. The booze, the sausage rolls, the lot. I'm not leaving here till it's back. "
5875,5539381671692122744.xml,1324,4468.08,4469.23,
5876,5539381671692122744.xml,1325,4469.24,4473.09,"You'll have a long wait, it's  already at the hotel. What? What?"
