,file,shot_id,start,end,start_s,end_s,duration
4827,5539381671692122744.mp4,276,00:15:42:21,00:15:44:03,942.21,944.03,1.8199999999999363
4828,5539381671692122744.mp4,277,00:15:44:04,00:15:45:22,944.04,945.22,1.1800000000000637
4829,5539381671692122744.mp4,278,00:15:45:23,00:15:48:00,945.23,948.0,2.769999999999982
4830,5539381671692122744.mp4,279,00:15:48:01,00:15:50:05,948.01,950.05,2.0399999999999636
4831,5539381671692122744.mp4,280,00:15:50:06,00:15:54:10,950.06,954.1,4.040000000000077
4832,5539381671692122744.mp4,281,00:15:54:11,00:15:55:24,954.11,955.24,1.1299999999999955
4833,5539381671692122744.mp4,282,00:15:56:00,00:15:56:14,956.0,956.14,0.13999999999998636
4834,5539381671692122744.mp4,283,00:15:56:15,00:15:56:20,956.15,956.2,0.05000000000006821
4835,5539381671692122744.mp4,284,00:15:56:21,00:15:58:02,956.21,958.02,1.8099999999999454
4836,5539381671692122744.mp4,285,00:15:58:03,00:16:01:02,958.03,961.02,2.990000000000009
4837,5539381671692122744.mp4,286,00:16:01:03,00:16:02:20,961.03,962.2,1.1700000000000728
4838,5539381671692122744.mp4,287,00:16:02:21,00:16:06:01,962.21,966.01,3.7999999999999545
4839,5539381671692122744.mp4,288,00:16:06:02,00:16:07:02,966.02,967.02,1.0
4840,5539381671692122744.mp4,289,00:16:07:03,00:16:08:19,967.03,968.19,1.1600000000000819
4841,5539381671692122744.mp4,290,00:16:08:20,00:16:21:22,968.2,981.22,13.019999999999982
4842,5539381671692122744.mp4,291,00:16:21:23,00:16:24:02,981.23,984.02,2.7899999999999636
4843,5539381671692122744.mp4,292,00:16:24:03,00:16:25:21,984.03,985.21,1.1800000000000637
4844,5539381671692122744.mp4,293,00:16:25:22,00:16:41:19,985.22,1001.19,15.970000000000027
4845,5539381671692122744.mp4,294,00:16:41:20,00:16:44:11,1001.2,1004.11,2.909999999999968
4846,5539381671692122744.mp4,295,00:16:44:12,00:16:45:11,1004.12,1005.11,0.9900000000000091
4847,5539381671692122744.mp4,296,00:16:45:12,00:16:46:06,1005.12,1006.06,0.9399999999999409
4848,5539381671692122744.mp4,297,00:16:46:07,00:16:46:20,1006.07,1006.2,0.12999999999999545
4849,5539381671692122744.mp4,298,00:16:46:21,00:16:48:02,1006.21,1008.02,1.8099999999999454
4850,5539381671692122744.mp4,299,00:16:48:03,00:16:48:17,1008.03,1008.17,0.13999999999998636
4851,5539381671692122744.mp4,300,00:16:48:18,00:16:51:24,1008.18,1011.24,3.060000000000059
4852,5539381671692122744.mp4,301,00:16:52:00,00:16:52:24,1012.0,1012.24,0.2400000000000091
4853,5539381671692122744.mp4,302,00:16:53:00,00:16:53:22,1013.0,1013.22,0.22000000000002728
4854,5539381671692122744.mp4,303,00:16:53:23,00:16:58:03,1013.23,1018.03,4.7999999999999545
4855,5539381671692122744.mp4,304,00:16:58:04,00:17:01:00,1018.04,1021.0,2.9600000000000364
4856,5539381671692122744.mp4,305,00:17:01:01,00:17:07:03,1021.01,1027.03,6.019999999999982
4857,5539381671692122744.mp4,306,00:17:07:04,00:17:09:03,1027.04,1029.03,1.990000000000009
4858,5539381671692122744.mp4,307,00:17:09:04,00:17:11:21,1029.04,1031.21,2.1700000000000728
4859,5539381671692122744.mp4,308,00:17:11:22,00:17:13:00,1031.22,1033.0,1.7799999999999727
4860,5539381671692122744.mp4,309,00:17:13:01,00:17:14:07,1033.01,1034.07,1.0599999999999454
4861,5539381671692122744.mp4,310,00:17:14:08,00:17:17:16,1034.08,1037.16,3.0800000000001546
4862,5539381671692122744.mp4,311,00:17:17:17,00:17:18:24,1037.17,1038.24,1.0699999999999363
4863,5539381671692122744.mp4,312,00:17:19:00,00:17:20:14,1039.0,1040.14,1.1400000000001
4864,5539381671692122744.mp4,313,00:17:20:15,00:17:22:17,1040.15,1042.17,2.019999999999982
4865,5539381671692122744.mp4,314,00:17:22:18,00:17:23:17,1042.18,1043.17,0.9900000000000091
4866,5539381671692122744.mp4,315,00:17:23:18,00:17:24:19,1043.18,1044.19,1.009999999999991
4867,5539381671692122744.mp4,316,00:17:24:20,00:17:25:04,1044.2,1045.04,0.8399999999999181
4868,5539381671692122744.mp4,317,00:17:25:05,00:17:26:18,1045.05,1046.18,1.1300000000001091
4869,5539381671692122744.mp4,318,00:17:26:19,00:17:28:12,1046.19,1048.12,1.9299999999998363
4870,5539381671692122744.mp4,319,00:17:28:13,00:17:29:12,1048.13,1049.12,0.9899999999997817
4871,5539381671692122744.mp4,320,00:17:29:13,00:17:30:19,1049.13,1050.19,1.0599999999999454
4872,5539381671692122744.mp4,321,00:17:30:20,00:17:32:19,1050.2,1052.19,1.990000000000009
4873,5539381671692122744.mp4,322,00:17:32:20,00:17:34:12,1052.2,1054.12,1.9199999999998454
4874,5539381671692122744.mp4,323,00:17:34:13,00:17:36:03,1054.13,1056.03,1.8999999999998636
4875,5539381671692122744.mp4,324,00:17:36:04,00:17:37:12,1056.04,1057.12,1.0799999999999272
4876,5539381671692122744.mp4,325,00:17:37:13,00:17:39:11,1057.13,1059.11,1.9799999999997908
4877,5539381671692122744.mp4,326,00:17:39:12,00:17:40:20,1059.12,1060.2,1.0800000000001546
4878,5539381671692122744.mp4,327,00:17:40:21,00:17:42:07,1060.21,1062.07,1.8599999999999
4879,5539381671692122744.mp4,328,00:17:42:08,00:17:44:17,1062.08,1064.17,2.0900000000001455
4880,5539381671692122744.mp4,329,00:17:44:18,00:17:46:12,1064.18,1066.12,1.9399999999998272
4881,5539381671692122744.mp4,330,00:17:46:13,00:17:48:16,1066.13,1068.16,2.0299999999999727
4882,5539381671692122744.mp4,331,00:17:48:17,00:17:52:07,1068.17,1072.07,3.8999999999998636
4883,5539381671692122744.mp4,332,00:17:52:08,00:17:54:03,1072.08,1074.03,1.9500000000000455
4884,5539381671692122744.mp4,333,00:17:54:04,00:17:55:17,1074.04,1075.17,1.1300000000001091
4885,5539381671692122744.mp4,334,00:17:55:18,00:17:58:14,1075.18,1078.14,2.9600000000000364
4886,5539381671692122744.mp4,335,00:17:58:15,00:18:00:03,1078.15,1080.03,1.8799999999998818
4887,5539381671692122744.mp4,336,00:18:00:04,00:18:01:16,1080.04,1081.16,1.1200000000001182
4888,5539381671692122744.mp4,337,00:18:01:17,00:18:02:12,1081.17,1082.12,0.9499999999998181
4889,5539381671692122744.mp4,338,00:18:02:13,00:18:04:18,1082.13,1084.18,2.0499999999999545
4890,5539381671692122744.mp4,339,00:18:04:19,00:18:07:03,1084.19,1087.03,2.839999999999918
4891,5539381671692122744.mp4,340,00:18:07:04,00:18:08:23,1087.04,1088.23,1.1900000000000546
4892,5539381671692122744.mp4,341,00:18:08:24,00:18:29:22,1088.24,1109.22,20.980000000000018
4893,5539381671692122744.mp4,342,00:18:29:23,00:18:32:00,1109.23,1112.0,2.769999999999982
4894,5539381671692122744.mp4,343,00:18:32:01,00:18:45:14,1112.01,1125.14,13.13000000000011
4895,5539381671692122744.mp4,344,00:18:45:15,00:18:51:09,1125.15,1131.09,5.939999999999827
4896,5539381671692122744.mp4,345,00:18:51:10,00:18:54:12,1131.1,1134.12,3.019999999999982
4897,5539381671692122744.mp4,346,00:18:54:13,00:19:07:11,1134.13,1147.11,12.97999999999979
4898,5539381671692122744.mp4,347,00:19:07:12,00:19:10:18,1147.12,1150.18,3.060000000000173
4899,5539381671692122744.mp4,348,00:19:10:19,00:19:12:18,1150.19,1152.18,1.990000000000009
4900,5539381671692122744.mp4,349,00:19:12:19,00:19:14:21,1152.19,1154.21,2.019999999999982
4901,5539381671692122744.mp4,350,00:19:14:22,00:19:16:16,1154.22,1156.16,1.9400000000000546
4902,5539381671692122744.mp4,351,00:19:16:17,00:19:19:03,1156.17,1159.03,2.8599999999999
4903,5539381671692122744.mp4,352,00:19:19:04,00:19:23:20,1159.04,1163.2,4.160000000000082
4904,5539381671692122744.mp4,353,00:19:23:21,00:19:32:24,1163.21,1172.24,9.029999999999973
4905,5539381671692122744.mp4,354,00:19:33:00,00:19:36:21,1173.0,1176.21,3.2100000000000364
4906,5539381671692122744.mp4,355,00:19:36:22,00:19:38:22,1176.22,1178.22,2.0
4907,5539381671692122744.mp4,356,00:19:38:23,00:19:40:08,1178.23,1180.08,1.849999999999909
4908,5539381671692122744.mp4,357,00:19:40:09,00:19:43:13,1180.09,1183.13,3.040000000000191
4909,5539381671692122744.mp4,358,00:19:43:14,00:19:48:18,1183.14,1188.18,5.039999999999964
4910,5539381671692122744.mp4,359,00:19:48:19,00:19:52:14,1188.19,1192.14,3.9500000000000455
4911,5539381671692122744.mp4,360,00:19:52:15,00:19:54:13,1192.15,1194.13,1.9800000000000182
4912,5539381671692122744.mp4,361,00:19:54:14,00:19:55:06,1194.14,1195.06,0.9199999999998454
4913,5539381671692122744.mp4,362,00:19:55:07,00:19:56:00,1195.07,1196.0,0.9300000000000637
4914,5539381671692122744.mp4,363,00:19:56:01,00:20:01:21,1196.01,1201.21,5.2000000000000455
4915,5539381671692122744.mp4,364,00:20:01:22,00:20:07:23,1201.22,1207.23,6.009999999999991
4916,5539381671692122744.mp4,365,00:20:07:24,00:20:10:04,1207.24,1210.04,2.7999999999999545
4917,5539381671692122744.mp4,366,00:20:10:05,00:20:12:14,1210.05,1212.14,2.0900000000001455
4918,5539381671692122744.mp4,367,00:20:12:15,00:20:13:14,1212.15,1213.14,0.9900000000000091
4919,5539381671692122744.mp4,368,00:20:13:15,00:20:15:08,1213.15,1215.08,1.9299999999998363
4920,5539381671692122744.mp4,369,00:20:15:09,00:20:19:09,1215.09,1219.09,4.0
4921,5539381671692122744.mp4,370,00:20:19:10,00:20:22:06,1219.1,1222.06,2.9600000000000364
4922,5539381671692122744.mp4,371,00:20:22:07,00:20:24:11,1222.07,1224.11,2.0399999999999636
4923,5539381671692122744.mp4,372,00:20:24:12,00:20:25:11,1224.12,1225.11,0.9900000000000091
4924,5539381671692122744.mp4,373,00:20:25:12,00:20:29:22,1225.12,1229.22,4.100000000000136
4925,5539381671692122744.mp4,374,00:20:29:23,00:20:35:00,1229.23,1235.0,5.769999999999982
4926,5539381671692122744.mp4,375,00:20:35:01,00:20:36:17,1235.01,1236.17,1.1600000000000819
4927,5539381671692122744.mp4,376,00:20:36:18,00:20:42:03,1236.18,1242.03,5.849999999999909
4928,5539381671692122744.mp4,377,00:20:42:04,00:20:47:23,1242.04,1247.23,5.190000000000055
4929,5539381671692122744.mp4,378,00:20:47:24,00:20:52:11,1247.24,1252.11,4.869999999999891
4930,5539381671692122744.mp4,379,00:20:52:12,00:20:54:12,1252.12,1254.12,2.0
4931,5539381671692122744.mp4,380,00:20:54:13,00:20:56:17,1254.13,1256.17,2.0399999999999636
4932,5539381671692122744.mp4,381,00:20:56:18,00:20:59:21,1256.18,1259.21,3.0299999999999727
4933,5539381671692122744.mp4,382,00:20:59:22,00:21:06:24,1259.22,1266.24,7.019999999999982
4934,5539381671692122744.mp4,383,00:21:07:00,00:21:09:09,1267.0,1269.09,2.089999999999918
4935,5539381671692122744.mp4,384,00:21:09:10,00:21:27:16,1269.1,1287.16,18.060000000000173
4936,5539381671692122744.mp4,385,00:21:27:17,00:21:32:16,1287.17,1292.16,4.990000000000009
4937,5539381671692122744.mp4,386,00:21:32:17,00:21:33:23,1292.17,1293.23,1.0599999999999454
4938,5539381671692122744.mp4,387,00:21:33:24,00:21:35:06,1293.24,1295.06,1.8199999999999363
4939,5539381671692122744.mp4,388,00:21:35:07,00:21:36:17,1295.07,1296.17,1.1000000000001364
4940,5539381671692122744.mp4,389,00:21:36:18,00:21:38:08,1296.18,1298.08,1.8999999999998636
4941,5539381671692122744.mp4,390,00:21:38:09,00:21:39:18,1298.09,1299.18,1.0900000000001455
4942,5539381671692122744.mp4,391,00:21:39:19,00:21:43:03,1299.19,1303.03,3.839999999999918
4943,5539381671692122744.mp4,392,00:21:43:04,00:21:45:10,1303.04,1305.1,2.0599999999999454
4944,5539381671692122744.mp4,393,00:21:45:11,00:21:49:08,1305.11,1309.08,3.9700000000000273
4945,5539381671692122744.mp4,394,00:21:49:09,00:21:51:03,1309.09,1311.03,1.9400000000000546
4946,5539381671692122744.mp4,395,00:21:51:04,00:21:56:14,1311.04,1316.14,5.100000000000136
4947,5539381671692122744.mp4,396,00:21:56:15,00:22:11:03,1316.15,1331.03,14.879999999999882
4948,5539381671692122744.mp4,397,00:22:11:04,00:22:12:22,1331.04,1332.22,1.1800000000000637
4949,5539381671692122744.mp4,398,00:22:12:23,00:22:14:22,1332.23,1334.22,1.990000000000009
4950,5539381671692122744.mp4,399,00:22:14:23,00:22:15:08,1334.23,1335.08,0.849999999999909
4951,5539381671692122744.mp4,400,00:22:15:09,00:22:18:06,1335.09,1338.06,2.9700000000000273
4952,5539381671692122744.mp4,401,00:22:18:07,00:22:22:04,1338.07,1342.04,3.9700000000000273
4953,5539381671692122744.mp4,402,00:22:22:05,00:22:24:18,1342.05,1344.18,2.130000000000109
4954,5539381671692122744.mp4,403,00:22:24:19,00:22:25:14,1344.19,1345.14,0.9500000000000455
4955,5539381671692122744.mp4,404,00:22:25:15,00:22:26:01,1345.15,1346.01,0.8599999999999
4956,5539381671692122744.mp4,405,00:22:26:02,00:22:30:08,1346.02,1350.08,4.059999999999945
4957,5539381671692122744.mp4,406,00:22:30:09,00:22:31:17,1350.09,1351.17,1.0800000000001546
4958,5539381671692122744.mp4,407,00:22:31:18,00:22:32:12,1351.18,1352.12,0.9399999999998272
4959,5539381671692122744.mp4,408,00:22:32:13,00:22:33:12,1352.13,1353.12,0.9899999999997817
4960,5539381671692122744.mp4,409,00:22:33:13,00:22:34:21,1353.13,1354.21,1.0799999999999272
4961,5539381671692122744.mp4,410,00:22:34:22,00:22:36:22,1354.22,1356.22,2.0
4962,5539381671692122744.mp4,411,00:22:36:23,00:22:39:16,1356.23,1359.16,2.9300000000000637
4963,5539381671692122744.mp4,412,00:22:39:17,00:22:39:21,1359.17,1359.21,0.03999999999996362
4964,5539381671692122744.mp4,413,00:22:39:22,00:22:41:16,1359.22,1361.16,1.9400000000000546
4965,5539381671692122744.mp4,414,00:22:41:17,00:22:43:14,1361.17,1363.14,1.9700000000000273
4966,5539381671692122744.mp4,415,00:22:43:15,00:22:45:23,1363.15,1365.23,2.0799999999999272
4967,5539381671692122744.mp4,416,00:22:45:24,00:22:49:08,1365.24,1369.08,3.839999999999918
4968,5539381671692122744.mp4,417,00:22:49:09,00:22:53:07,1369.09,1373.07,3.980000000000018
4969,5539381671692122744.mp4,418,00:22:53:08,00:22:54:17,1373.08,1374.17,1.0900000000001455
4970,5539381671692122744.mp4,419,00:22:54:18,00:23:14:15,1374.18,1394.15,19.970000000000027
4971,5539381671692122744.mp4,420,00:23:14:16,00:23:16:05,1394.16,1396.05,1.8899999999998727
4972,5539381671692122744.mp4,421,00:23:16:06,00:23:18:17,1396.06,1398.17,2.1100000000001273
4973,5539381671692122744.mp4,422,00:23:18:18,00:23:24:09,1398.18,1404.09,5.9099999999998545
4974,5539381671692122744.mp4,423,00:23:24:10,00:23:26:07,1404.1,1406.07,1.9700000000000273
4975,5539381671692122744.mp4,424,00:23:26:08,00:23:30:04,1406.08,1410.04,3.9600000000000364
4976,5539381671692122744.mp4,425,00:23:30:05,00:23:31:14,1410.05,1411.14,1.0900000000001455
4977,5539381671692122744.mp4,426,00:23:31:15,00:23:34:09,1411.15,1414.09,2.939999999999827
4978,5539381671692122744.mp4,427,00:23:34:10,00:23:36:12,1414.1,1416.12,2.019999999999982
4979,5539381671692122744.mp4,428,00:23:36:13,00:23:38:17,1416.13,1418.17,2.0399999999999636
4980,5539381671692122744.mp4,429,00:23:38:18,00:23:40:01,1418.18,1420.01,1.8299999999999272
4981,5539381671692122744.mp4,430,00:23:40:02,00:23:44:20,1420.02,1424.2,4.180000000000064
4982,5539381671692122744.mp4,431,00:23:44:21,00:23:46:15,1424.21,1426.15,1.9400000000000546
4983,5539381671692122744.mp4,432,00:23:46:16,00:23:48:24,1426.16,1428.24,2.0799999999999272
4984,5539381671692122744.mp4,433,00:23:49:00,00:23:50:20,1429.0,1430.2,1.2000000000000455
4985,5539381671692122744.mp4,434,00:23:50:21,00:23:52:15,1430.21,1432.15,1.9400000000000546
4986,5539381671692122744.mp4,435,00:23:52:16,00:23:55:01,1432.16,1435.01,2.849999999999909
4987,5539381671692122744.mp4,436,00:23:55:02,00:23:56:12,1435.02,1436.12,1.099999999999909
4988,5539381671692122744.mp4,437,00:23:56:13,00:23:59:17,1436.13,1439.17,3.0399999999999636
4989,5539381671692122744.mp4,438,00:23:59:18,00:24:04:07,1439.18,1444.07,4.889999999999873
4990,5539381671692122744.mp4,439,00:24:04:08,00:24:05:18,1444.08,1445.18,1.1000000000001364
4991,5539381671692122744.mp4,440,00:24:05:19,00:24:07:23,1445.19,1447.23,2.0399999999999636
4992,5539381671692122744.mp4,441,00:24:07:24,00:24:13:13,1447.24,1453.13,5.8900000000001
4993,5539381671692122744.mp4,442,00:24:13:14,00:24:15:11,1453.14,1455.11,1.9699999999998
4994,5539381671692122744.mp4,443,00:24:15:12,00:24:20:14,1455.12,1460.14,5.020000000000209
4995,5539381671692122744.mp4,444,00:24:20:15,00:24:23:13,1460.15,1463.13,2.980000000000018
4996,5539381671692122744.mp4,445,00:24:23:14,00:24:26:03,1463.14,1466.03,2.8899999999998727
4997,5539381671692122744.mp4,446,00:24:26:04,00:24:33:09,1466.04,1473.09,7.0499999999999545
4998,5539381671692122744.mp4,447,00:24:33:10,00:24:35:10,1473.1,1475.1,2.0
4999,5539381671692122744.mp4,448,00:24:35:11,00:24:38:13,1475.11,1478.13,3.020000000000209
5000,5539381671692122744.mp4,449,00:24:38:14,00:24:38:21,1478.14,1478.21,0.06999999999993634
5001,5539381671692122744.mp4,450,00:24:38:22,00:24:41:20,1478.22,1481.2,2.980000000000018
5002,5539381671692122744.mp4,451,00:24:41:21,00:24:43:12,1481.21,1483.12,1.9099999999998545
5003,5539381671692122744.mp4,452,00:24:43:13,00:24:48:19,1483.13,1488.19,5.059999999999945
5004,5539381671692122744.mp4,453,00:24:48:20,00:24:50:17,1488.2,1490.17,1.9700000000000273
5005,5539381671692122744.mp4,454,00:24:50:18,00:24:51:18,1490.18,1491.18,1.0
5006,5539381671692122744.mp4,455,00:24:51:19,00:24:52:05,1491.19,1492.05,0.8599999999999
5007,5539381671692122744.mp4,456,00:24:52:06,00:25:12:22,1492.06,1512.22,20.160000000000082
5008,5539381671692122744.mp4,457,00:25:12:23,00:25:18:05,1512.23,1518.05,5.819999999999936
5009,5539381671692122744.mp4,458,00:25:18:06,00:25:23:15,1518.06,1523.15,5.0900000000001455
5010,5539381671692122744.mp4,459,00:25:23:16,00:25:24:04,1523.16,1524.04,0.8799999999998818
5011,5539381671692122744.mp4,460,00:25:24:05,00:25:26:10,1524.05,1526.1,2.0499999999999545
5012,5539381671692122744.mp4,461,00:25:26:11,00:25:27:11,1526.11,1527.11,1.0
5013,5539381671692122744.mp4,462,00:25:27:12,00:25:29:02,1527.12,1529.02,1.900000000000091
5014,5539381671692122744.mp4,463,00:25:29:03,00:25:31:14,1529.03,1531.14,2.1100000000001273
5015,5539381671692122744.mp4,464,00:25:31:15,00:25:32:19,1531.15,1532.19,1.0399999999999636
5016,5539381671692122744.mp4,465,00:25:32:20,00:25:33:14,1532.2,1533.14,0.9400000000000546
5017,5539381671692122744.mp4,466,00:25:33:15,00:25:35:20,1533.15,1535.2,2.0499999999999545
5018,5539381671692122744.mp4,467,00:25:35:21,00:25:37:12,1535.21,1537.12,1.9099999999998545
5019,5539381671692122744.mp4,468,00:25:37:13,00:25:38:22,1537.13,1538.22,1.0899999999999181
5020,5539381671692122744.mp4,469,00:25:38:23,00:25:40:13,1538.23,1540.13,1.900000000000091
5021,5539381671692122744.mp4,470,00:25:40:14,00:25:42:21,1540.14,1542.21,2.0699999999999363
5022,5539381671692122744.mp4,471,00:25:42:22,00:25:56:19,1542.22,1556.19,13.970000000000027
5023,5539381671692122744.mp4,472,00:25:56:20,00:25:59:11,1556.2,1559.11,2.9099999999998545
5024,5539381671692122744.mp4,473,00:25:59:12,00:26:00:24,1559.12,1560.24,1.1200000000001182
5025,5539381671692122744.mp4,474,00:26:01:00,00:26:02:10,1561.0,1562.1,1.099999999999909
5026,5539381671692122744.mp4,475,00:26:02:11,00:26:05:04,1562.11,1565.04,2.9300000000000637
5027,5539381671692122744.mp4,476,00:26:05:05,00:26:12:07,1565.05,1572.07,7.019999999999982
5028,5539381671692122744.mp4,477,00:26:12:08,00:26:32:20,1572.08,1592.2,20.12000000000012
5029,5539381671692122744.mp4,478,00:26:32:21,00:26:34:11,1592.21,1594.11,1.8999999999998636
5030,5539381671692122744.mp4,479,00:26:34:12,00:26:35:18,1594.12,1595.18,1.0600000000001728
5031,5539381671692122744.mp4,480,00:26:35:19,00:26:35:22,1595.19,1595.22,0.029999999999972715
5032,5539381671692122744.mp4,481,00:26:35:23,00:26:37:01,1595.23,1597.01,1.7799999999999727
5033,5539381671692122744.mp4,482,00:26:37:02,00:26:37:05,1597.02,1597.05,0.029999999999972715
5034,5539381671692122744.mp4,483,00:26:37:06,00:26:38:13,1597.06,1598.13,1.0700000000001637
5035,5539381671692122744.mp4,484,00:26:38:14,00:26:39:13,1598.14,1599.13,0.9900000000000091
5036,5539381671692122744.mp4,485,00:26:39:14,00:26:43:14,1599.14,1603.14,4.0
5037,5539381671692122744.mp4,486,00:26:43:15,00:26:47:06,1603.15,1607.06,3.9099999999998545
5038,5539381671692122744.mp4,487,00:26:47:07,00:26:49:02,1607.07,1609.02,1.9500000000000455
5039,5539381671692122744.mp4,488,00:26:49:03,00:26:51:13,1609.03,1611.13,2.1000000000001364
5040,5539381671692122744.mp4,489,00:26:51:14,00:26:55:22,1611.14,1615.22,4.079999999999927
5041,5539381671692122744.mp4,490,00:26:55:23,00:27:00:03,1615.23,1620.03,4.7999999999999545
5042,5539381671692122744.mp4,491,00:27:00:04,00:27:01:17,1620.04,1621.17,1.1300000000001091
5043,5539381671692122744.mp4,492,00:27:01:18,00:27:05:15,1621.18,1625.15,3.9700000000000273
5044,5539381671692122744.mp4,493,00:27:05:16,00:27:09:13,1625.16,1629.13,3.9700000000000273
5045,5539381671692122744.mp4,494,00:27:09:14,00:27:12:07,1629.14,1632.07,2.9299999999998363
5046,5539381671692122744.mp4,495,00:27:12:08,00:27:14:18,1632.08,1634.18,2.1000000000001364
5047,5539381671692122744.mp4,496,00:27:14:19,00:27:16:08,1634.19,1636.08,1.8899999999998727
5048,5539381671692122744.mp4,497,00:27:16:09,00:27:18:07,1636.09,1638.07,1.9800000000000182
5049,5539381671692122744.mp4,498,00:27:18:08,00:27:20:07,1638.08,1640.07,1.990000000000009
5050,5539381671692122744.mp4,499,00:27:20:08,00:27:25:03,1640.08,1645.03,4.9500000000000455
5051,5539381671692122744.mp4,500,00:27:25:04,00:27:30:01,1645.04,1650.01,4.970000000000027
5052,5539381671692122744.mp4,501,00:27:30:02,00:27:35:01,1650.02,1655.01,4.990000000000009
5053,5539381671692122744.mp4,502,00:27:35:02,00:27:37:02,1655.02,1657.02,2.0
5054,5539381671692122744.mp4,503,00:27:37:03,00:27:37:24,1657.03,1657.24,0.21000000000003638
5055,5539381671692122744.mp4,504,00:27:38:00,00:27:41:08,1658.0,1661.08,3.0799999999999272
5056,5539381671692122744.mp4,505,00:27:41:09,00:27:41:19,1661.09,1661.19,0.10000000000013642
5057,5539381671692122744.mp4,506,00:27:41:20,00:27:44:06,1661.2,1664.06,2.8599999999999
5058,5539381671692122744.mp4,507,00:27:44:07,00:27:56:07,1664.07,1676.07,12.0
5059,5539381671692122744.mp4,508,00:27:56:08,00:27:58:23,1676.08,1678.23,2.150000000000091
5060,5539381671692122744.mp4,509,00:27:58:24,00:28:01:18,1678.24,1681.18,2.9400000000000546
5061,5539381671692122744.mp4,510,00:28:01:19,00:28:03:04,1681.19,1683.04,1.849999999999909
5062,5539381671692122744.mp4,511,00:28:03:05,00:28:06:01,1683.05,1686.01,2.9600000000000364
5063,5539381671692122744.mp4,512,00:28:06:02,00:28:07:21,1686.02,1687.21,1.1900000000000546
5064,5539381671692122744.mp4,513,00:28:07:22,00:28:12:21,1687.22,1692.21,4.990000000000009
5065,5539381671692122744.mp4,514,00:28:12:22,00:28:15:24,1692.22,1695.24,3.019999999999982
5066,5539381671692122744.mp4,515,00:28:16:00,00:28:18:05,1696.0,1698.05,2.0499999999999545
5067,5539381671692122744.mp4,516,00:28:18:06,00:28:23:01,1698.06,1703.01,4.9500000000000455
5068,5539381671692122744.mp4,517,00:28:23:02,00:28:24:17,1703.02,1704.17,1.150000000000091
5069,5539381671692122744.mp4,518,00:28:24:18,00:28:26:04,1704.18,1706.04,1.8599999999999
5070,5539381671692122744.mp4,519,00:28:26:05,00:28:41:24,1706.05,1721.24,15.190000000000055
5071,5539381671692122744.mp4,520,00:28:42:00,00:28:47:12,1722.0,1727.12,5.119999999999891
5072,5539381671692122744.mp4,521,00:28:47:13,00:28:51:00,1727.13,1731.0,3.869999999999891
5073,5539381671692122744.mp4,522,00:28:51:01,00:28:52:18,1731.01,1732.18,1.1700000000000728
5074,5539381671692122744.mp4,523,00:28:52:19,00:29:00:19,1732.19,1740.19,8.0
5075,5539381671692122744.mp4,524,00:29:00:20,00:29:02:17,1740.2,1742.17,1.9700000000000273
5076,5539381671692122744.mp4,525,00:29:02:18,00:29:06:04,1742.18,1746.04,3.8599999999999
5077,5539381671692122744.mp4,526,00:29:06:05,00:29:06:24,1746.05,1746.24,0.19000000000005457
5078,5539381671692122744.mp4,527,00:29:07:00,00:29:10:16,1747.0,1750.16,3.160000000000082
5079,5539381671692122744.mp4,528,00:29:10:17,00:29:18:09,1750.17,1758.09,7.919999999999845
5080,5539381671692122744.mp4,529,00:29:18:10,00:29:44:00,1758.1,1784.0,25.90000000000009
5081,5539381671692122744.mp4,530,00:29:44:01,00:29:46:10,1784.01,1786.1,2.089999999999918
5082,5539381671692122744.mp4,531,00:29:46:11,00:29:48:06,1786.11,1788.06,1.9500000000000455
5083,5539381671692122744.mp4,532,00:29:48:07,00:29:51:00,1788.07,1791.0,2.9300000000000637
5084,5539381671692122744.mp4,533,00:29:51:01,00:29:52:05,1791.01,1792.05,1.0399999999999636
5085,5539381671692122744.mp4,534,00:29:52:06,00:29:54:18,1792.06,1794.18,2.1200000000001182
5086,5539381671692122744.mp4,535,00:29:54:19,00:29:56:18,1794.19,1796.18,1.990000000000009
5087,5539381671692122744.mp4,536,00:29:56:19,00:29:58:06,1796.19,1798.06,1.8699999999998909
5088,5539381671692122744.mp4,537,00:29:58:07,00:29:59:03,1798.07,1799.03,0.9600000000000364
5089,5539381671692122744.mp4,538,00:29:59:04,00:30:04:01,1799.04,1804.01,4.970000000000027
5090,5539381671692122744.mp4,539,00:30:04:02,00:30:06:19,1804.02,1806.19,2.1700000000000728
5091,5539381671692122744.mp4,540,00:30:06:20,00:30:10:03,1806.2,1810.03,3.8299999999999272
5092,5539381671692122744.mp4,541,00:30:10:04,00:30:13:21,1810.04,1813.21,3.1700000000000728
5093,5539381671692122744.mp4,542,00:30:13:22,00:30:16:12,1813.22,1816.12,2.8999999999998636
5094,5539381671692122744.mp4,543,00:30:16:13,00:30:17:16,1816.13,1817.16,1.0299999999999727
5095,5539381671692122744.mp4,544,00:30:17:17,00:30:18:15,1817.17,1818.15,0.9800000000000182
5096,5539381671692122744.mp4,545,00:30:18:16,00:30:19:15,1818.16,1819.15,0.9900000000000091
5097,5539381671692122744.mp4,546,00:30:19:16,00:30:20:16,1819.16,1820.16,1.0
5098,5539381671692122744.mp4,547,00:30:20:17,00:30:24:18,1820.17,1824.18,4.009999999999991
